text,label
presumably you are not in favour of mass white immigration simply on the shallow account that they are agreeable to your sensibilities,0
get off your arse and do it yourselfhand out a few leaflets in some irish town and show pictures i done it years ago in dublin why cant you do it now,0
more people must have realized the truth,0
no instead we will pump whitey full of chemicals via the food chain to reduce their collective iq down to the level of blacks,1
prostitution and drug is getting everywhere  dealers are from senegal  guinea  nigeria  dirty prostitutes are fom cameroun,1
hi its great to hear from all of u,0
it was not multiple gangs,0
If I feel threatened by these fools you can bet that I will be as fast to kill as they are,1
The worst thing that happened to internet freedoms when Albanians use their free time to sell drugs to learn how to use computers,1
dont be ridiculous,0
The official website of the British People's Party some unpleasant truths reflect the Zionist lickers of the dup,1
jeremy moore was shot and killed at an oklahoma city apartment complex while delivery a pizza back in november,0
